objectid,identifier,display_template,object_location,image_small,image_thumb,title,date,decade,object_transcript,subject,location,source,type,format,language,rights,rightsstatement
ais_bs_74,IMG_5705,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,"1894-05-21, Tax funding for school furniture ",1894-05-21,1890-1899,"M-37
May 21, 1894
spec mtg--clerk to post notices for election of a spec tax for paying for schl furniture
June 13, 1894
Annual schl election at schl house. M Granger elected directo for 3 yrs. Ardent Payne director for 1 yr. A C Bowden direc for 2 yrs and C R Norman Clerk
Spec tax voted on whether spec tax 10 mills be levied to pay for schl desks Tax yes 9, no 4.
June 30, 1894
Reg mtg. Present Granger, Tuttle and Clerk. Absent Payne
Sept 29, 1894
Reg mtg M Grange & A J Payne direc and C R Norman Clerk
Wash Schl Furn Co for 267.25 - decided give a new note due April 1, 1895 drawing 10% int.
Commence schl 15 day Oct or as soon as conven thereafter
Dec give $55.00 ($35.?) a mo for tchg.","Granger, Melzar; Payne, Ardent; Bowden, A. C.; Tuttle, Christian; Payne, A. J.;","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_75,IMG_5705,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,"1894, Teacher salary",1894-11-17,1890-1899,"M-38 Pg 11
M. J. Splane pd 35.00 Nov 17, 1894 for teaching
[Same] Dec 10, 1894","Splane, Martha J.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_76,IMG_5705,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5705.jpeg,"1894-10-15, Record of teacher employment",1894-10-15,1890-1899,"M-34 From Vol 1 Record of Teach Empl 1891-1900
Martha J. Splane 6 mos beg 10-15-94 $35.00","Splane, Martha J.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_77,IMG_5706,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5706.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5706.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5706.jpeg,"1894-06-01, School attendance list",1894-06-01,1890-1899,"Schools, Dist #32 Lummi Island cont.
June 1, 1894
Parent, No. of Children
Fred F. Lane, 7
John Sicklesteel, 3
Jane Foote, 1
B. W. Richardson, 1
A. R. Payne, 4
A. F. Payne, 1
J. W. Tarte, 3
Melsar Granger, 5
Geo. Arnott, 2
Christian Tuttle, 5
John Chamberlain, 2
C. R. Norman, 2
John Chappell, 3
Geo Bumstead, 3
Donald McMurchy, 3
___
Henry Nuget, Clerk
Report of clerk sworn to before C. Tuttle
Teacher ""Gosie Gawlie"" 24 wks 45 Mo.
33 M, 12 F, Census total 45
27 M, 9 F, Enrollment total 36","Lane, Frederick F.; Sicklesteel, John; Foote, Jane; Richardson, B. W.; Payne, A. R.; Payne, A. F.; Tarte, James W.; Granger, Melzar; Arnott, George; Tuttle, Christian; Chamberlain, John; Norman, C. R.; Chappell, John; Bumstead, George G.; McMerchie, Donald; Nugent, Henry; Gawley, Josie E.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_78,IMG_5706,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5706.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5706.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5706.jpeg,"1895-06-01, School attendance list",1895-06-01,1890-1899,"June 1, 1895-Posted
C R Norman, 3
George Bumstead, 3
John Chamberlain, 2
B W Richardson, 1
J W Tarte, 3
A F Bowden, 1
A R Payne, 4
A F Payne, 1
Christian Tuttle, 6 (Incl Mose b. 1890c)
Geo Arnott, 3
H Nugent, 6
M Granger, 5
J C Chappell, 3
F F Lane, 5
John Sicklesteel, 2
___
C R Norman, Clerk
M. J. Splane (?) teacher
24 wks $35 Mo.","Norman, Charles R.; Bumstead, George G.; Chamberlain, John; Richardson, B. W.; Tarte, James W.; Bowden, A. F.; Payne, A. F.; Payne, A. R.; Tuttle, Christian; Tuttle, Mose; Arnott, George; Nugent, Henry; Granger, Melzar; Chappell, John C.; Lane, Frederick F.; Sicklesteel, John; Splane, Martha J.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_79,IMG_5706,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5706.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5706.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5706.jpeg,"1896-06-01, School attendance list",1896-06-01,1890-1899,"June 1 1896-Posted
Geo Arnott, 3; Lot 5, Sec 4, 37-1E
Albion Bowden, 1; Lot 4; Sec 10 do
Geo Bumstead, 4; Sec 5
J G Chappelle, 3; Sec 33, 38-1E
John Chamberlain, 2; Peterson's Add
M. Granger, 5; Sec 33, 38-1
F F Lane, 5; Sec 5, 37-1
Emil Martin, 1; Sec 15, 37-1
C R Norman 3; Sec 5, 38-1
Henry Nugent, 1; Sec 33, 38-1
Arthur Payne, 4; Peterson's Add.
Arden Payne, 2; Peterson's Add.
Jas. W. Tarte ,4; Sec 15, 37-1
Elmer Sicklesteel, 2; Sec 33, 38-1
Christian Tuttle, 5; Sec 4, 37-1
E. J. Meany, Clerk
Rpt sworn to M. Granger before
Rose Rogers Teacher 12 wks $30 Mo.","Arnott, George; Bowden, Albion; Bumstead, George G.; Chappell, John G.; Chamberlain, John; Granger, Melzar; Lane, Frederick F.; Martin, Emil; Norman, C. R.; Nugent, Henry; Payne, Arthur; Payne, Arden; Tarte, James W.; Sicklesteel, Elmer; Tuttle, Christian; Meany, E. J.; Rogers, Rose","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_80,IMG_5707,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5707.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5707.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5707.jpeg,"1895, Excerpts about Miss Splane",1895,1890-1899,"1895, N-3, see column in file
DR Fri Jan 4, 1895
Miss Splaine, our estimable school teacher, went home to spend Christmas with her parents but spent New Year on the island.
N-3 DR Fri Feb 1, 1895, see column in file
Our school is second to none. Miss Splane is a thorough teacher and is doing good work.
N-3 DR Wed April 10, 1895, see col in file
School closed last Friday. Miss Splane has given good satsifaction. ","Splane, Martha J.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_81,IMG_5707,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5707.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5707.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5707.jpeg,"1895, Excerpts about school funding",1895,1890-1899,"N-3 DR Thurs July 25, 1895
Notice is hereby given that the County Treas. of W.C. Wash. will pay on presentation school orders drawn on the following school districts as below mentioned: ... School Dist. 32; order on Special Fund No. 50, registered...
N-3 DR Tues Sept 24, 1895
The following are the amounts apportioned to the districts getting over $40.00 by the County Supt this month: (#32 not listed so apparently less than $40.). Amt per teacher 8.43. Amt per pupil .5363 cts.",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_82,IMG_5707,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5707.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5707.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5707.jpeg,"1895-10-09, Excerpt on teacher salaries, school taxes ",1895-10-09,1890-1899,"N-3 DR Wed Oct 9, 1895
Average salaries pd male teachers in Whatcom Co. 55.56... women 50.24... Whatcom Co. will recieve from the state for this year 29,400 on the basis of 6.00 per pupil; from special taxes levied at school meetings 46,805. Total school taxes to be recieved this tear 82,405 for an estimated 4900 pupils. ",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_83,IMG_5707,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5707.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5707.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5707.jpeg,"1895, Excerpts about Rose Rogers",1895,1890-1899,"N-3 DR Sat Nov 2, 1895
Miss Rose Rogers is engaged for a six months term of school at Beach on L. I.
N-3 DR SUn Dec 29, 1895
Miss Rose Rogers who is teaching on L. I.... (Sister Minnie Rogers, clerk in P. O. on New Whatcom. Parents ex-County Treas. and Mrs. Ellery Rogers.)","Rogers, Rose; Rogers, Minnie; Rogers, Ellery","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_84,IMG_5708,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5708.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5708.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5708.jpeg,"1895-03-16, Apportionment relative to pupils",1895-03-16,1890-1899,"N-10 The Blade Sat Mar 16, 1895
This county is apportioning its school money to its pupils at the ratio of $6.33 for each pupil a year; the barefoot school boy bill just passed will give $6.00 a year, a loss of 33 cents.",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_85,IMG_5708,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5708.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5708.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5708.jpeg,"1895-03-16, Schools debate book purchases",1895-07-04,1890-1899,"N-10 The Blade Thurs July 4, 1895
From an article on schools... Many of the school districts are favorable to the proposition to have each district purchase the books for the schools instead of allowing each scholar to by and own the books. If a district buy the books it has the use of them for 4 years. The government report shows that the average cost for books per pupil throughout the U. S. is 45 cents per year. In Boston the avg is 48 cents... Lummi island and Pleasant Valley in this county have tried the idea practically; it cost L. I. 61 cents per year per pupil; Pleasant Valley 50 cents... the avg cost where the dist. makes the purchase is much less than where the parents of the scholars purchase the books. ",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_86,IMG_5708,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5708.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5708.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5708.jpeg,"1895-08-01, Salary numbers from The Blade article",1895-08-01,1890-1899,"N-10 The Blade Thurs Aug 1, 1895
Article on county schools... avg mo. salary pd teachers during year; male 55.56, female 50.24...",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_87,IMG_5708,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5708.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5708.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5708.jpeg,"1895-1896, Beach School clerk Meany",1895-1896,1890-1899,"M-16
Slip in back of book - School Dist Clerks 1895-96
Dist 32 - island - E. J. Meany - Beach","Meany, E. J.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_88,IMG_5708,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5708.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5708.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5708.jpeg,"1895, Number of pupils and census info",1895-1896,1890-1899,"M-22
Pg 11
October 1895-96 - 43 pupils
M-32
In 1895 Mrs Rose Bowman had 30 pupils in her class. She had only one high school student that term and one pupil only 4 years old.
M-34
See 1894 for photocopy 1895 Census, etc
M-34 From Vol 1 Record of Teach Empl 1891-1900
Rose E. Rogers 3 mos beg 11-4-95 $30.00","Bowman, Rose; Rogers, Rose E.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_89,IMG_5709,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5709.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5709.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5709.jpeg,"1895, County board meetings report",1895,1890-1899,"Co. Supt Annual Report
1895
Census 32 M 11 F
Enrolled 22 M 7 F
1 Fem teacher
1 frame schoolhouse
1 dept
M-37
April 6, 1895
Reg mtg, all mbrs present. In re schl warrant, acreed pay all avail funds of dist on said warrant and give new warrant for bal. Agreed we have no more schl this schl yr. 
June 29, 1895 Board all present
Jas W Tarte sel ch for coming yr. Clerk auth find out how much money in county treasury (drawn an order on cty treas) to pay all the money in the cty treasurer, in the spec fund on the schl desk debt--district furnish the schl books... directors shall take reciept frm teacher for all bks belongg to dist and be held resp for same until ret to dist at close of term. Clerk to draw up rules and regs for prot and caring for books and have same printed on card and hung in schl house. OVER","Tarte, James W.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_90,IMG_5710,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5710.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5710.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5710.jpeg,"1895, County board meetings report cont.",1895,1890-1899,"M-37
Sept 27, 1895
Reg qtrly mtg - M Granger absent
3 mo schl term--at sal of 31.00. notify Miss Rogers so that schl was opened for her tech at her earl conven. All old schl bk be pkd and sent over to Mr. Sherman to be exchgd for new ones. Clerk ord notify parties holdg note against dist (for schl furn) that spec tax of 10 mills was voted to pay said note and ask them if they would accept warrant for same. E J Meany ? Clerk","Rogers, Rose; Sherman, ?; Meany, E. J.","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_91,IMG_5710,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5710.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5710.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5710.jpeg,"1895, Teacher salary payment",1895,1890-1899,"M-38 Pg 11
Jan 14, 1895 MJ Splane pd 35.00 for teaching
Feb 20, 1895 ditto
April 6, 1895 MJ Splane pd 70.00 for teaching 2 mos.
M-38 Pg 13
Dec 2, 1895 Rose Rogers pd 30.00 for teaching in Nov
Dec 28, 1895 Rose Rogers pd 30.00 for teaching in Dec","Splane, Martha J.; Rogers, Rose","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_92,IMG_5711,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5711.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5711.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5711.jpeg,"1896, Enrollment and facilities",1896,1890-1899,"Co. Supt Report
1896
Census = 29 M 16 F
Enrolled = 24 M 11 F
1 Fem teacher
1 dept
1 frame schoolhouse
150.00 spent for sites, bldg, furn, apparatus",,"Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_93,IMG_5711,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5711.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5711.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5711.jpeg,"1896, County board meetings report",1896,1890-1899,"M-37
Jan 25, 1896
Spec mtg, all mbrs present. On motion Mr Bowden dec discontinue school at close of present term. Mr. Tarte protested against the measure. E J Meany Clerk
M-38 Pg 13
Jan 31, 1896 Rose Rogers pg 30.00 for Jan teaching
M-34 See 1894 for photocopy 1896 census","Bowden, ?; Tarte, James W.; Meany, E. J.; Rogers, Rose","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
ais_bs_94,IMG_5712,image,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5712.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5712.jpeg,https://faculty.washington.edu/ketchley/beach_school_history/IMG_5712.jpeg,"1896-01-01, Rose Rogers returns to city",1896-01-01,1890-1899,"N-8 Weekly Blade Wed Jan 1, 1896
Miss Rogers is teaching school at Beach, L. I. but it was expected that she would return to the city today. (death of her sister Minnie)","Rogers, Rose; Rogers, Minnie","Western Washington University, Center for Pacific Northwest Studies","Peggy Aiston - Research on Lummi Island History collection, 1579-1998",Image;StillImage,,,,
